query,rank,work_id,doi,title,publication_year,publication_date,cited_by_count,type
LLM code repair testing debugging maintenance,137,https://openalex.org/W4387356256,https://doi.org/10.48550/arxiv.2310.02104,An empirical study of ChatGPT-3.5 on question answering and code maintenance,2023,2023-10-03,2,preprint
LLM code repair testing debugging maintenance,138,https://openalex.org/W4407320582,https://doi.org/10.3390/app15041793,Large Language Models in Computer Science Classrooms: Ethical Challenges and Strategic Solutions,2025,2025-02-10,23,article
LLM code repair testing debugging maintenance,139,https://openalex.org/W7142481767,https://doi.org/10.35940/ijitee.d4757.15040326,Self-Healing Infrastructure: Autonomous LLM Agents for Real-Time Remediation of Configuration Drift and Security Misconfigurations in IaC Deployments,2026,2026-03-28,4,article
LLM code repair testing debugging maintenance,140,https://openalex.org/W4403555534,https://doi.org/10.48550/arxiv.2409.02977,Large Language Model-Based Agents for Software Engineering: A Survey,2024,2024-09-04,15,preprint
LLM code repair testing debugging maintenance,141,https://openalex.org/W4416137816,https://doi.org/10.1145/3816025,Scenario-Guided LLM-based Mobile App GUI Testing,2026,2026-06-09,1,article
LLM code repair testing debugging maintenance,142,https://openalex.org/W4399554941,https://doi.org/10.48550/arxiv.2406.05590,NYU CTF Bench: A Scalable Open-Source Benchmark Dataset for Evaluating LLMs in Offensive Security,2024,2024-06-08,3,preprint
LLM code repair testing debugging maintenance,143,https://openalex.org/W4399164841,https://doi.org/10.1145/3664191,Computer Science Curricula 2023,2024,2024-01-15,215,book
LLM code repair testing debugging maintenance,144,https://openalex.org/W4398157431,https://doi.org/10.48550/arxiv.2405.10825,"Large Language Model (LLM) for Telecommunications: A Comprehensive Survey on Principles, Key Techniques, and Opportunities",2024,2024-05-17,3,preprint
LLM code repair testing debugging maintenance,145,https://openalex.org/W4399467072,https://doi.org/10.1111/risa.14351,How good are large language models at product risk assessment?,2024,2024-06-08,27,article
LLM code repair testing debugging maintenance,146,https://openalex.org/W4386081319,https://doi.org/10.48550/arxiv.2308.10345,Can Large Language Models Find And Fix Vulnerable Software?,2023,2023-08-20,12,preprint
LLM code repair testing debugging maintenance,147,https://openalex.org/W4384644670,https://doi.org/10.48550/arxiv.2307.08220,FRANC: A Lightweight Framework for High-Quality Code Generation,2023,2023-07-17,6,preprint
LLM code repair testing debugging maintenance,148,https://openalex.org/W4415551527,https://doi.org/10.1016/j.jss.2025.112682,Discrete prompt optimization using genetic algorithm for secure Python code generation,2025,2025-10-26,5,article
LLM code repair testing debugging maintenance,149,https://openalex.org/W4406273402,https://doi.org/10.48550/arxiv.2501.05396,FairCoder: Probing LLM Bias in High-Stakes Decision Making via Coding Tasks,2025,2025-01-09,1,preprint
LLM code repair testing debugging maintenance,150,https://openalex.org/W4412580854,https://doi.org/10.1016/j.jss.2026.113049,Exploring the integration of large language models in industrial test maintenance processes,2026,2026-07-25,1,article
LLM code repair testing debugging maintenance,151,https://openalex.org/W4387793518,https://doi.org/10.1145/3618305.3623587,Large Language Models for Automated Program Repair,2023,2023-10-19,3,conference-paper
LLM code repair testing debugging maintenance,152,https://openalex.org/W4404986518,https://doi.org/10.48550/arxiv.2411.15501,Instruct or Interact? Exploring and Eliciting LLMs' Capability in Code Snippet Adaptation Through Prompt Engineering,2024,2024-11-23,1,preprint
LLM code repair testing debugging maintenance,153,https://openalex.org/W4379538552,https://doi.org/10.48550/arxiv.2306.01754,"Transformer-based Vulnerability Detection in Code at EditTime: Zero-shot, Few-shot, or Fine-tuning?",2023,2023-05-23,7,preprint
LLM code repair testing debugging maintenance,154,https://openalex.org/W4392223539,https://doi.org/10.48550/arxiv.2402.15627,"MegaScale: Scaling Large Language Model Training to More Than 10,000 GPUs",2024,2024-02-23,24,preprint
LLM code repair testing debugging maintenance,155,https://openalex.org/W4405425973,https://doi.org/10.48550/arxiv.2408.11324,HITS: High-coverage LLM-based Unit Test Generation via Method Slicing,2024,2024-08-21,1,preprint
LLM code repair testing debugging maintenance,156,https://openalex.org/W4387687018,https://doi.org/10.48550/arxiv.2310.08699,CoLadder: Supporting Programmers with Hierarchical Code Generation in Multi-Level Abstraction,2023,2023-10-12,4,preprint
LLM code repair testing debugging maintenance,157,https://openalex.org/W4415502760,https://doi.org/10.3390/app152111390,LLM Agents as Catalysts for Resilient DFT: An Orchestration-Based Framework Beyond Brittle Scripts,2025,2025-10-24,2,article
LLM code repair testing debugging maintenance,158,https://openalex.org/W4402588614,https://doi.org/10.21203/rs.3.rs-5106829/v1,Enhancing JavaScript Source Code Understanding with Graph-Aligned Large Language Models,2024,2024-09-19,3,preprint
LLM code repair testing debugging maintenance,159,https://openalex.org/W4411604867,https://doi.org/10.1145/3744900,The Sustainability Face of Automated Program Repair Tools,2025,2025-06-24,2,article
LLM code repair testing debugging maintenance,160,https://openalex.org/W4315588983,https://doi.org/10.48550/arxiv.2301.03373,Chatbots As Fluent Polyglots: Revisiting Breakthrough Code Snippets,2023,2023-01-05,8,preprint
LLM code repair testing debugging maintenance,161,https://openalex.org/W4387838733,https://doi.org/10.48550/arxiv.2310.12425,Automated Repair of Declarative Software Specifications in the Era of Large Language Models,2023,2023-10-19,3,preprint
LLM code repair testing debugging maintenance,162,https://openalex.org/W7121558804,https://doi.org/10.25103/jestr.186.21,"Next-Generation Software Testing with Generative AI: LLMs, Self-Healing Systems, and Implementation Insights",2025,2025-01-01,1,article
LLM code repair testing debugging maintenance,163,https://openalex.org/W4379538742,https://doi.org/10.48550/arxiv.2306.01987,Prompting Is All You Need: Automated Android Bug Replay with Large Language Models,2023,2023-06-03,10,preprint
LLM code repair testing debugging maintenance,164,https://openalex.org/W7118131376,https://doi.org/10.1186/s42400-025-00518-7,Source code vulnerability detection based on deep learning: a review,2026,2026-01-04,5,article
LLM code repair testing debugging maintenance,165,https://openalex.org/W4379924358,https://doi.org/10.48550/arxiv.2306.03438,Large Language Models of Code Fail at Completing Code with Potential Bugs,2023,2023-06-06,2,preprint
LLM code repair testing debugging maintenance,166,https://openalex.org/W4406678333,https://doi.org/10.3390/a18020054,"Code Obfuscation: A Comprehensive Approach to Detection, Classification, and Ethical Challenges",2025,2025-01-21,8,article
LLM code repair testing debugging maintenance,167,https://openalex.org/W4382766512,https://doi.org/10.48550/arxiv.2306.17077,RAPGen: An Approach for Fixing Code Inefficiencies in Zero-Shot,2023,2023-06-29,5,preprint
LLM code repair testing debugging maintenance,168,https://openalex.org/W7128685453,https://doi.org/10.1007/s41060-026-01041-9,Analyzing the impact of LLMs in Data Science lifecycle: a systematic mapping study,2026,2026-02-12,2,article
LLM code repair testing debugging maintenance,169,https://openalex.org/W4404652946,https://doi.org/10.48550/arxiv.2411.14283,CAIP: Detecting Router Misconfigurations with Context-Aware Iterative Prompting of LLMs,2024,2024-11-21,2,preprint
LLM code repair testing debugging maintenance,170,https://openalex.org/W4399197902,https://doi.org/10.48550/arxiv.2405.18574,SpecTra: Enhancing the Code Translation Ability of Language Models by Generating Multi-Modal Specifications,2024,2024-05-28,3,preprint
LLM code repair testing debugging maintenance,171,https://openalex.org/W4399795293,https://doi.org/10.48550/arxiv.2406.11589,CoSQA+: Pioneering the Multi-Choice Code Search Benchmark with Test-Driven Agents,2024,2024-06-17,2,preprint
LLM code repair testing debugging maintenance,172,https://openalex.org/W4411436335,https://doi.org/10.1145/3745019,Static Code Analysis for IoT Security: A Systematic Literature Review,2025,2025-06-19,10,review
LLM code repair testing debugging maintenance,173,https://openalex.org/W4415019143,https://doi.org/10.48550/arxiv.2505.13766,A Blueprint for AI-Driven Software Quality: Integrating LLMs with Established Standards,2025,2025-05-19,1,preprint
LLM code repair testing debugging maintenance,174,https://openalex.org/W4402716996,https://doi.org/10.48550/arxiv.2408.05002,An Empirical Study on Challenges for LLM Application Developers,2024,2024-08-06,1,preprint
LLM code repair testing debugging maintenance,175,https://openalex.org/W4390528935,https://doi.org/10.48550/arxiv.2401.00563,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,2023,2023-12-31,8,preprint
LLM code repair testing debugging maintenance,176,https://openalex.org/W4401454468,https://doi.org/10.1145/3677333.3678160,Detecting Data Races in OpenMP with Deep Learning and Large Language Models,2024,2024-08-09,7,conference-paper
LLM code repair testing debugging maintenance,177,https://openalex.org/W4414985225,https://doi.org/10.5753/sbes.2025.9964,An Empirical Study on the Effectiveness of Iterative LLM-Based Improvements for Static Analysis Issues,2025,2025-09-22,1,conference-paper
LLM code repair testing debugging maintenance,178,https://openalex.org/W4392781018,https://doi.org/10.48550/arxiv.2403.07506,"Robustness, Security, Privacy, Explainability, Efficiency, and Usability of Large Language Models for Code",2024,2024-03-12,9,preprint
LLM code repair testing debugging maintenance,179,https://openalex.org/W4416036223,https://doi.org/10.18653/v1/2025.emnlp-main.921,UniDebugger: Hierarchical Multi-Agent Framework for Unified Software Debugging,2025,2025-01-01,1,conference-paper
LLM code repair testing debugging maintenance,180,https://openalex.org/W4393118799,https://doi.org/10.48550/arxiv.2403.14280,Large Language Models for Blockchain Security: A Systematic Literature Review,2024,2024-03-21,11,review
LLM code repair testing debugging maintenance,181,https://openalex.org/W4416018599,https://doi.org/10.48550/arxiv.2511.03153,RefAgent: A Multi-agent LLM-based Framework for Automatic Software Refactoring,2025,2025-11-05,1,preprint
LLM code repair testing debugging maintenance,182,https://openalex.org/W4402954010,https://doi.org/10.1145/3689794,Dependency-Aware Code Naturalness,2024,2024-10-08,5,article
LLM code repair testing debugging maintenance,183,https://openalex.org/W7140143044,https://doi.org/10.3389/frai.2026.1772418,Toward LLM-aware software effort estimation: a conceptual framework,2026,2026-03-23,1,article
LLM code repair testing debugging maintenance,184,https://openalex.org/W4404609290,https://doi.org/10.1109/tse.2024.3497798,GenProgJS: A Baseline System for Test-Based Automated Repair of JavaScript Programs,2024,2024-11-21,1,article
LLM code repair testing debugging maintenance,185,https://openalex.org/W4386081870,https://doi.org/10.4230/oasics.spacechi.2025.6,AgentVerse: Facilitating Multi-Agent Collaboration and Exploring Emergent Behaviors,2023,2023-08-21,25,preprint
LLM code repair testing debugging maintenance,186,https://openalex.org/W4404783208,https://doi.org/10.18653/v1/2024.emnlp-main.123,Optimizing Code Retrieval: High-Quality and Scalable Dataset Annotation through Large Language Models,2024,2024-01-01,4,conference-paper
LLM code repair testing debugging maintenance,187,https://openalex.org/W4400519166,https://doi.org/10.48550/arxiv.2407.07064,Prompting Techniques for Secure Code Generation: A Systematic Investigation,2024,2024-07-09,2,preprint
LLM code repair testing debugging maintenance,188,https://openalex.org/W4412929608,https://doi.org/10.3390/fi17080353,"Transforming Data Annotation with AI Agents: A Review of Architectures, Reasoning, Applications, and Impact",2025,2025-08-02,25,article
LLM code repair testing debugging maintenance,189,https://openalex.org/W4405826579,https://doi.org/10.20537/2076-7633-2024-16-7-1715-1726,A survey on the application of large language models in software engineering,2024,2024-12-01,7,article
LLM code repair testing debugging maintenance,190,https://openalex.org/W4405087766,https://doi.org/10.14569/ijacsa.2024.0151113,AI-Powered AOP: Enhancing Runtime Monitoring with Large Language Models and Statistical Learning,2024,2024-01-01,23,article
LLM code repair testing debugging maintenance,191,https://openalex.org/W4403606038,https://doi.org/10.5753/sbes.2024.3423,Comparative Analysis of Large Language Model Tools for Automated Test Data Generation from BDD,2024,2024-09-30,5,conference-paper
LLM code repair testing debugging maintenance,192,https://openalex.org/W4396786018,https://doi.org/10.48550/arxiv.2405.02213,Automatic Programming: Large Language Models and Beyond,2024,2024-05-03,4,preprint
LLM code repair testing debugging maintenance,193,https://openalex.org/W4403445291,https://doi.org/10.48550/arxiv.2408.03101,LogUpdater: Automated Detection and Repair of Specific Defects in Logging Statements,2024,2024-08-06,1,preprint
LLM code repair testing debugging maintenance,194,https://openalex.org/W4393177788,https://doi.org/10.48550/arxiv.2403.14734,"A Survey of Neural Code Intelligence: Paradigms, Advances and Beyond",2024,2024-03-21,5,preprint
